É”,deep,void ratio,water content,X,Y,UU,CU,CUBar,CD
0,43.45,30.2,0.822,77.65274811,-9.2609272,1,0,0,0
0,5.375,84.8,2.272,77.65274811,-9.2609272,1,0,0,0
0,8.025,62.6,1.709,77.65274811,-9.2609272,1,0,0,0
6.68,28.875,61.4,1.644,77.65274811,-9.2609272,1,0,0,0
8.07,32.625,70,1.838,77.65274811,-9.2609272,1,0,0,0
6.34,37.125,52.2,1.359,77.65274811,-9.2609272,1,0,0,0
0,3.275,82.1,2.23,77.65274811,-9.2609272,1,0,0,0
0,7.875,88.4,2.334,77.65274811,-9.2609272,1,0,0,0
23.7,4.4,41.6,1.12,77.65274811,-9.2609272,0,1,0,0
0,6.4,62.8,1.672,77.65274811,-9.2609272,1,0,0,0
0,10.4,91.8,2.445,77.65274811,-9.2609272,1,0,0,0
0,13.4,64.1,1.722,77.65274811,-9.2609272,1,0,0,0
0,29.4,62.7,1.695,77.65274811,-9.2609272,1,0,0,0
0,34.4,63.8,1.705,77.65274811,-9.2609272,1,0,0,0
0,37.4,39.6,1.077,77.65274811,-9.2609272,1,0,0,0
0,56.4,39.9,1.066,77.65274811,-9.2609272,1,0,0,0
0,59.4,45.5,1.219,77.65274811,-9.2609272,1,0,0,0
0,61.2,25.8,0.694,77.65274811,-9.2609272,1,0,0,0
28.3,1.75,38.5,1,-122.4698563,-114.9771347,0,1,0,0
7.71,29.375,62.9,1.708,77.65274811,-9.2609272,1,0,0,0
8.35,32.375,65.7,1.766,77.65274811,-9.2609272,1,0,0,0
13.2,37.875,48.4,1.28,77.65274811,-9.2609272,1,0,0,0
8.71,29.4,58.3,1.466,77.65274811,-9.2609272,1,0,0,0
5.82,33.4,66.2,1.828,77.65274811,-9.2609272,1,0,0,0
7.9,35.4,61.2,1.595,77.65274811,-9.2609272,1,0,0,0
8.87,37.45,60,1.485,77.65274811,-9.2609272,1,0,0,0
10.8,30.375,61.6,1.608,77.65274811,-9.2609272,1,0,0,0
9.39,34.125,70.7,1.889,77.65274811,-9.2609272,1,0,0,0
2.99,37.875,55.7,1.456,77.65274811,-9.2609272,1,0,0,0
0,7.4,68.6,1.795,77.65274811,-9.2609272,1,0,0,0
0,10.4,88.7,2.322,77.65274811,-9.2609272,1,0,0,0
0,13.9,48.4,1.326,77.65274811,-9.2609272,1,0,0,0
0,30.4,70.6,2.035,77.65274811,-9.2609272,1,0,0,0
0,34.4,66.9,1.84,77.65274811,-9.2609272,1,0,0,0
0,37.4,61,1.679,77.65274811,-9.2609272,1,0,0,0
0,57.4,39.6,1.095,77.65274811,-9.2609272,1,0,0,0
0,59.35,41.7,1.139,77.65274811,-9.2609272,1,0,0,0
3,2.25,44.5,1.192,77.65274811,-9.2609272,1,0,0,0
2.9,8.375,85.8,2.29,77.65274811,-9.2609272,1,0,0,0
0,7.95,79.3,2.168,77.65274811,-9.2609272,1,0,0,0
0,10.2,86.7,2.342,77.65274811,-9.2609272,1,0,0,0
0,3.4,46.4,1.25,77.65274811,-9.2609272,1,0,0,0
0,8.55,86.9,2.368,77.65274811,-9.2609272,1,0,0,0
0,7.9,63.4,1.743,77.65274811,-9.2609272,1,0,0,0
0,10.125,85.1,2.293,77.65274811,-9.2609272,1,0,0,0
0,3.975,60.3,1.612,30.23841476,-162.0327454,1,0,0,0
0,7.875,83.3,2.301,77.65274811,-9.2609272,1,0,0,0
1,6.9,54.8,1.362,77.65274811,-9.2609272,1,0,0,0
5,9.125,31.1,0.865,-122.4698563,-114.9771347,1,0,0,0
2.9,3.375,40.9,1.096,77.65274811,-9.2609272,1,0,0,0
2.5,5.8,99.8,2.667,77.65274811,-9.2609272,1,0,0,0
0,1.94,31.2,0.83,77.65274811,-9.2609272,1,0,0,0
0,8.35,81.8,2.173,77.65274811,-9.2609272,1,0,0,0
2.7,2.4,70.9,1.894,77.65274811,-9.2609272,1,0,0,0
2.5,8.4,93.6,2.493,77.65274811,-9.2609272,1,0,0,0
2.3,2.35,71,1.891,77.65274811,-9.2609272,1,0,0,0
2.2,8.35,67.3,1.791,77.65274811,-9.2609272,1,0,0,0
2.3,12.35,52.9,1.414,77.65274811,-9.2609272,1,0,0,0
0,3.2,70.4,1.78,30.23841476,-162.0327454,1,0,0,0
0,7.65,57.9,1.485,77.65274811,-9.2609272,1,0,0,0
0,5.55,41.1,1.272,77.65274811,-9.2609272,1,0,0,0
0,8.475,69.6,1.934,77.65274811,-9.2609272,1,0,0,0
0,3.375,52.7,1.489,30.23841476,-162.0327454,1,0,0,0
0,9.475,75.1,2.051,77.65274811,-9.2609272,1,0,0,0
0,2.95,50.9,1.513,77.65274811,-9.2609272,1,0,0,0
1,7.025,67.7,1.782,77.65274811,-9.2609272,1,0,0,0
0,2.45,72.7,1.879,77.65274811,-9.2609272,1,0,0,0
0,7.175,73,1.97,77.65274811,-9.2609272,1,0,0,0
0,4.45,48.7,1.286,77.65274811,-9.2609272,1,0,0,0
0,17.35,28.1,0.776,77.65274811,-9.2609272,1,0,0,0
0,30.35,51.4,1.368,77.65274811,-9.2609272,1,0,0,0
0,39.35,57.8,1.565,77.65274811,-9.2609272,1,0,0,0
0,61.35,37.4,0.998,77.65274811,-9.2609272,1,0,0,0
0,74.35,36.3,0.982,77.65274811,-9.2609272,1,0,0,0
0,2.175,70.9,1.905,77.65274811,-9.2609272,1,0,0,0
0,8.4,87.9,2.425,77.65274811,-9.2609272,1,0,0,0
0,13.425,41.8,1.184,77.65274811,-9.2609272,1,0,0,0
0,21.6,49.6,1.361,77.65274811,-9.2609272,1,0,0,0
0,25,54.9,1.532,77.65274811,-9.2609272,1,0,0,0
0,29,62.1,1.739,77.65274811,-9.2609272,1,0,0,0
7.4,4.35,40,1.09,30.23841476,-162.0327454,1,0,0,0
6.9,5.9,43.3,1.181,30.23841476,-162.0327454,1,0,0,0
0,2.4,58.9,1.57,77.65274811,-9.2609272,1,0,0,0
0,8.425,88.3,2.443,77.65274811,-9.2609272,1,0,0,0
0,12.825,27.4,0.766,-122.4698563,-114.9771347,1,0,0,0
0,15.55,42.7,1.222,77.65274811,-9.2609272,1,0,0,0
0,21.45,45.1,1.259,77.65274811,-9.2609272,1,0,0,0
0,25.05,60.5,1.663,77.65274811,-9.2609272,1,0,0,0
0,29.05,64,1.814,77.65274811,-9.2609272,1,0,0,0
16.3,10.325,76.6,2.069,77.65274811,-9.2609272,0,1,0,0
14.5,11.35,82.1,2.135,77.65274811,-9.2609272,0,1,0,0
5.75,25.225,48.2,1.258,77.65274811,-9.2609272,1,0,0,0
11,28.225,61.4,1.602,77.65274811,-9.2609272,1,0,0,0
5.75,30.225,67.8,1.793,77.65274811,-9.2609272,1,0,0,0
2,32.225,54.6,1.477,77.65274811,-9.2609272,1,0,0,0
4.75,33.225,59.5,1.553,77.65274811,-9.2609272,1,0,0,0
3.4,2.35,58.4,1.555,77.65274811,-9.2609272,1,0,0,0
2.4,8.4,39.6,1.05,77.65274811,-9.2609272,1,0,0,0
2.4,11.35,35.9,0.957,77.65274811,-9.2609272,1,0,0,0
0,3.25,40.5,1.073,-122.4698563,-114.9771347,1,0,0,0
0,2.9,81.6,2.151,77.65274811,-9.2609272,1,0,0,0
0,7.9,39,1.13,77.65274811,-9.2609272,1,0,0,0
14.8,12.9,39,1.13,77.65274811,-9.2609272,1,0,0,0
0,13.625,29.9,0.866,77.65274811,-9.2609272,1,0,0,0
0,22.9,51.6,1.445,77.65274811,-9.2609272,1,0,0,0
0,25.4,58.7,1.656,77.65274811,-9.2609272,1,0,0,0
0,29.45,69.1,1.928,77.65274811,-9.2609272,1,0,0,0
2.7,5.35,92.6,2.467,77.65274811,-9.2609272,1,0,0,0
2,8.4,84.2,2.249,77.65274811,-9.2609272,1,0,0,0
0,3.35,118.3,2.897,77.65274811,-9.2609272,1,0,0,0
0,9.4,76.3,2.026,77.65274811,-9.2609272,1,0,0,0
0,13.05,35.7,1.007,77.65274811,-9.2609272,1,0,0,0
0,19.275,44.3,0.987,77.65274811,-9.2609272,1,0,0,0
0,23.3,54,1.39,77.65274811,-9.2609272,1,0,0,0
0,55.45,44.9,1.191,77.65274811,-9.2609272,1,0,0,0
0,3.075,80,2.008,30.23841476,-162.0327454,1,0,0,0
0,6.425,59.9,1.594,30.23841476,-162.0327454,1,0,0,0
0,12.4,92.3,2.501,30.23841476,-162.0327454,1,0,0,0
0,2.975,55.5,1.491,30.23841476,-162.0327454,1,0,0,0
0,7.3,86.5,2.273,30.23841476,-162.0327454,1,0,0,0
0,2.925,85.9,2.125,30.23841476,-162.0327454,1,0,0,0
2.2,3.375,86,2.279,77.65274811,-9.2609272,1,0,0,0
2.4,8.4,83.6,2.225,77.65274811,-9.2609272,1,0,0,0
0,3.43,104.6,2.665,30.23841476,-162.0327454,1,0,0,0
0,9.25,95.2,2.506,30.23841476,-162.0327454,1,0,0,0
0,4.95,83.7,2.119,77.65274811,-9.2609272,1,0,0,0
0,2.9,46.3,1.22,30.23841476,-162.0327454,1,0,0,0
0,8.1,85,2.245,30.23841476,-162.0327454,1,0,0,0
16,2.65,32.6,0.842,77.65274811,-9.2609272,1,0,0,0
0,4.4,78.8,2.055,30.23841476,-162.0327454,1,0,0,0
0,8.425,78.9,2.122,77.65274811,-9.2609272,1,0,0,0
0,10.325,83.4,2.259,77.65274811,-9.2609272,1,0,0,0
0.5,12.35,75.4,2.053,77.65274811,-9.2609272,1,0,0,0
15.3,8.4,88.9,2.341,77.65274811,-9.2609272,0,1,0,0
17.8,11.325,83.3,2.218,77.65274811,-9.2609272,0,1,0,0
0,4,59.7,1.638,30.23841476,-162.0327454,1,0,0,0
0,10.025,63.8,1.756,77.65274811,-9.2609272,1,0,0,0
2.7,2.35,51.6,1.381,77.65274811,-9.2609272,1,0,0,0
3.3,6.4,58.1,1.553,77.65274811,-9.2609272,1,0,0,0
0,4.85,69.9,1.892,30.23841476,-162.0327454,1,0,0,0
2,10.125,90,2.503,77.65274811,-9.2609272,1,0,0,0
0,4.8,64.1,1.681,30.23841476,-162.0327454,1,0,0,0
3,8.5,74.4,2.058,77.65274811,-9.2609272,1,0,0,0
0,7.75,83.9,2.294,77.65274811,-9.2609272,1,0,0,0
2.2,2.35,66,1.761,77.65274811,-9.2609272,1,0,0,0
3,6.4,64,1.708,77.65274811,-9.2609272,1,0,0,0
9.8,4.25,33.1,0.905,30.23841476,-162.0327454,1,0,0,0
5.9,5.3,65,1.734,77.65274811,-9.2609272,1,0,0,0
3,2.85,70.5,1.886,77.65274811,-9.2609272,1,0,0,0
3.6,5.35,65.2,1.741,77.65274811,-9.2609272,1,0,0,0
4,4.1,46.2,1.391,30.23841476,-162.0327454,1,0,0,0
1,6.35,61.8,1.651,30.23841476,-162.0327454,1,0,0,0
3,4.95,54.4,1.408,30.23841476,-162.0327454,1,0,0,0
1,8.55,85.2,2.276,77.65274811,-9.2609272,1,0,0,0
0,5.4,57.4,1.559,77.65274811,-9.2609272,1,0,0,0
0,7.425,59.7,1.613,77.65274811,-9.2609272,1,0,0,0
0,9.425,89,2.377,77.65274811,-9.2609272,1,0,0,0
0,12.4,94.3,2.507,77.65274811,-9.2609272,1,0,0,0
2.8,4.3,63.4,1.692,77.65274811,-9.2609272,1,0,0,0
3.5,7.3,48.4,1.297,77.65274811,-9.2609272,1,0,0,0
7.5,11.35,44.2,1.189,30.23841476,-162.0327454,1,0,0,0
0,5.4,58.5,1.584,77.65274811,-9.2609272,1,0,0,0
0,7.435,79.4,2.124,77.65274811,-9.2609272,1,0,0,0
0,9.44,97.3,2.691,30.23841476,-162.0327454,1,0,0,0
0,13.44,61.5,1.67,77.65274811,-9.2609272,1,0,0,0
2.5,2.4,52.5,1.398,77.65274811,-9.2609272,1,0,0,0
2.9,7.4,83.7,2.224,77.65274811,-9.2609272,1,0,0,0
2.2,10.35,81.6,2.17,77.65274811,-9.2609272,1,0,0,0
3.5,3.9,54.8,1.46,77.65274811,-9.2609272,1,0,0,0
2,8.3,81.1,2.155,77.65274811,-9.2609272,1,0,0,0
2.2,12.3,57.3,1.523,77.65274811,-9.2609272,1,0,0,0
0,6.44,58.6,1.544,77.65274811,-9.2609272,1,0,0,0
0,8.44,90.4,2.388,77.65274811,-9.2609272,1,0,0,0
0,11.425,84.1,2.29,30.23841476,-162.0327454,1,0,0,0
0,14.435,61.2,1.563,77.65274811,-9.2609272,1,0,0,0
2.8,2.9,57.9,1.555,77.65274811,-9.2609272,1,0,0,0
2.7,8.4,102.3,2.736,77.65274811,-9.2609272,1,0,0,0
2.7,13.4,77.7,2.079,77.65274811,-9.2609272,1,0,0,0
2,18.1,211.7,5.353,77.65274811,-9.2609272,1,0,0,0
5,23.75,34.8,0.944,77.65274811,-9.2609272,1,0,0,0
3.3,27.25,32.2,0.871,77.65274811,-9.2609272,1,0,0,0
2.7,34.35,51.9,1.397,77.65274811,-9.2609272,1,0,0,0
2.4,38.325,58.9,1.581,77.65274811,-9.2609272,1,0,0,0
3.38,5.1,37.4,0.997,30.23841476,-162.0327454,1,0,0,0
3.39,6.75,46.1,1.193,30.23841476,-162.0327454,1,0,0,0
0,3.3,69.7,1.85,30.23841476,-162.0327454,1,0,0,0
0,10.15,80.9,2.183,77.65274811,-9.2609272,1,0,0,0
0,2.5,80.7,2.121,77.65274811,-9.2609272,1,0,0,0
0,7.425,64.5,1.798,77.65274811,-9.2609272,1,0,0,0
0,12.425,78.2,2.188,77.65274811,-9.2609272,1,0,0,0
0,17.425,48.4,1.33,77.65274811,-9.2609272,1,0,0,0
0,22.5,35.8,1.023,77.65274811,-9.2609272,1,0,0,0
0,28.5,38.8,1.085,77.65274811,-9.2609272,1,0,0,0
0,34.5,46.7,1.274,77.65274811,-9.2609272,1,0,0,0
0,38.5,60.5,1.662,77.65274811,-9.2609272,1,0,0,0
2.2,6.4,69.2,1.844,77.65274811,-9.2609272,1,0,0,0
10.7,7.35,37.5,1.012,30.23841476,-162.0327454,1,0,0,0
0,3.3,47.2,1.213,30.23841476,-162.0327454,1,0,0,0
0,5.025,63.1,1.626,30.23841476,-162.0327454,1,0,0,0
2.89,3.35,56.2,1.529,30.23841476,-162.0327454,1,0,0,0
2.4,7.2,33.7,0.915,30.23841476,-162.0327454,1,0,0,0
0,6.375,58.2,1.515,30.23841476,-162.0327454,1,0,0,0
0,8.4,58.1,1.567,77.65274811,-9.2609272,1,0,0,0
0,10.42,77.7,2.07,77.65274811,-9.2609272,1,0,0,0
0,12.44,77.7,2.023,77.65274811,-9.2609272,1,0,0,0
4.25,3.35,37.1,1.013,30.23841476,-162.0327454,1,0,0,0
5.07,5.375,69.7,1.892,30.23841476,-162.0327454,1,0,0,0
0,5.4,69.1,1.831,77.65274811,-9.2609272,1,0,0,0
0,6.425,55.9,1.548,77.65274811,-9.2609272,1,0,0,0
0,3.35,50.5,1.315,30.23841476,-162.0327454,1,0,0,0
0,5.325,81.2,2.041,30.23841476,-162.0327454,1,0,0,0
13,5.45,84.2,2.212,77.65274811,-9.2609272,0,1,0,0
15.5,8.45,76.3,1.985,77.65274811,-9.2609272,0,1,0,0
22,15.4,61.3,1.618,77.65274811,-9.2609272,0,1,0,0
3.1,2.6,44.5,1.204,77.65274811,-9.2609272,1,0,0,0
2.5,5.1,59,1.576,77.65274811,-9.2609272,1,0,0,0
5.65,3.85,47.8,1.28,-122.4698563,-114.9771347,1,0,0,0
8.25,5.4,54.1,1.431,30.23841476,-162.0327454,1,0,0,0
0,3.7,122.9,2.969,30.23841476,-162.0327454,1,0,0,0
0,4.8,48.3,1.336,77.65274811,-9.2609272,1,0,0,0
13.8,3.3,25.4,0.689,-122.4698563,-114.9771347,1,0,0,0
2.52,6.4,44.9,1.204,30.23841476,-162.0327454,1,0,0,0
0,4.405,64.2,1.721,77.65274811,-9.2609272,1,0,0,0
0,5.435,54.3,1.455,30.23841476,-162.0327454,1,0,0,0
0,4.425,43.7,1.291,30.23841476,-162.0327454,1,0,0,0
0,5.425,59.6,1.594,30.23841476,-162.0327454,1,0,0,0
23,5.4,37.2,1.047,30.23841476,-162.0327454,0,0,0,1
42,6.9,22.5,0.662,-122.4698563,-114.9771347,0,0,0,1
44,24.55,23.6,0.675,-122.4698563,-114.9771347,0,0,0,1
1,5.35,52,1.382,30.23841476,-162.0327454,1,0,0,0
1,11.275,98.6,2.47,77.65274811,-9.2609272,1,0,0,0
1.17,16.3,65.1,1.705,77.65274811,-9.2609272,1,0,0,0
0,3.4,61,1.709,77.65274811,-9.2609272,1,0,0,0
1,5.4,54.9,1.433,30.23841476,-162.0327454,1,0,0,0
0,6.425,56.3,1.478,77.65274811,-9.2609272,1,0,0,0
0,7.425,63,1.67,77.65274811,-9.2609272,1,0,0,0
0,4.4,54.7,1.471,30.23841476,-162.0327454,1,0,0,0
0,6.45,64.6,1.676,30.23841476,-162.0327454,1,0,0,0
14,12.425,77.4,2.037,77.65274811,-9.2609272,0,1,0,0
18.3,15.425,65.2,1.739,77.65274811,-9.2609272,0,1,0,0
5.4,4.4,53,1.43,30.23841476,-162.0327454,1,0,0,0
0,5.4,55.7,1.525,30.23841476,-162.0327454,1,0,0,0
0,7,35.2,0.937,-122.4698563,-114.9771347,1,0,0,0
0,8.95,70.5,1.847,77.65274811,-9.2609272,1,0,0,0
0,4.425,59.2,1.539,77.65274811,-9.2609272,1,0,0,0
0,5.425,57.1,1.561,77.65274811,-9.2609272,1,0,0,0
0,4.4,52,1.391,77.65274811,-9.2609272,1,0,0,0
0,5.45,57.7,1.535,30.23841476,-162.0327454,1,0,0,0
0,3.4,48.1,1.269,30.23841476,-162.0327454,1,0,0,0
0,5.6,57.1,1.676,30.23841476,-162.0327454,1,0,0,0
5.11,7.4,48.4,1.288,30.23841476,-162.0327454,1,0,0,0
5.2,8.4,52.4,1.381,30.23841476,-162.0327454,1,0,0,0
0,5.425,54.8,1.44,77.65274811,-9.2609272,1,0,0,0
0,6.425,57.1,1.525,30.23841476,-162.0327454,1,0,0,0
0,7.9,51.4,1.402,30.23841476,-162.0327454,1,0,0,0
0,4.6,54.4,1.469,77.65274811,-9.2609272,1,0,0,0
0,5.6,59,1.546,77.65274811,-9.2609272,1,0,0,0
0,8.4,43.4,1.142,30.23841476,-162.0327454,1,0,0,0
0,9.4,53.9,1.395,30.23841476,-162.0327454,1,0,0,0
1.76,8.45,60.9,1.604,30.23841476,-162.0327454,1,0,0,0
0.75,10.425,53.6,1.417,30.23841476,-162.0327454,1,0,0,0
0,4.4,55.8,1.495,77.65274811,-9.2609272,1,0,0,0
0,5.225,53.6,1.459,30.23841476,-162.0327454,1,0,0,0
0.6,11.335,54.1,1.434,77.65274811,-9.2609272,1,0,0,0
1.6,13.835,64.7,1.704,77.65274811,-9.2609272,1,0,0,0
1.6,19.4,49.5,1.315,77.65274811,-9.2609272,1,0,0,0
7.8,24.35,27.9,0.776,77.65274811,-9.2609272,1,0,0,0
2.5,32.68,37.9,1.017,77.65274811,-9.2609272,1,0,0,0
2.78,8.45,49.6,1.31,30.23841476,-162.0327454,1,0,0,0
6.22,12.45,70.1,1.84,30.23841476,-162.0327454,1,0,0,0
0,3.75,26.7,0.71,77.65274811,-9.2609272,1,0,0,0
0,5.9,60.6,1.68,77.65274811,-9.2609272,1,0,0,0
0,4.35,44.9,1.237,30.23841476,-162.0327454,1,0,0,0
0,8.15,54.6,1.497,30.23841476,-162.0327454,1,0,0,0
0,11.35,74.9,2.061,77.65274811,-9.2609272,1,0,0,0
0,7.4,41.2,1.089,30.23841476,-162.0327454,1,0,0,0
0,8.4,50.3,1.284,30.23841476,-162.0327454,1,0,0,0
0,5.9,113.3,2.821,30.23841476,-162.0327454,1,0,0,0
0,7.3,39.1,1.05,30.23841476,-162.0327454,1,0,0,0
5.6,3.4,48.8,1.312,30.23841476,-162.0327454,1,0,0,0
3.15,9.45,80.5,2.125,30.23841476,-162.0327454,1,0,0,0
0,7.85,74.5,1.885,30.23841476,-162.0327454,1,0,0,0
0,11.35,56.1,1.478,77.65274811,-9.2609272,1,0,0,0
0,14.35,47.2,1.259,77.65274811,-9.2609272,1,0,0,0
0,18.525,41.9,1.131,30.23841476,-162.0327454,1,0,0,0
7.62,24.375,29.7,0.843,77.65274811,-9.2609272,1,0,0,0
9.43,32.8,27.6,0.762,77.65274811,-9.2609272,1,0,0,0
6.05,40.8,26.4,0.737,77.65274811,-9.2609272,1,0,0,0
2.1,8.775,55.5,1.402,77.65274811,-9.2609272,1,0,0,0
1.3,13.85,61.3,1.588,77.65274811,-9.2609272,1,0,0,0
4,24.2,25.5,0.708,77.65274811,-9.2609272,1,0,0,0
1.8,27.375,125.4,2.646,77.65274811,-9.2609272,1,0,0,0
